 ATC code,Name,DDD,U,Adm.R,Note,href
P02DA01,niclosamide,2,g,O,,https://www.whocc.no/atc_ddd_index/?code=P02DA&showdescription=no
P02DX01,desaspidin,,,,,https://www.whocc.no/atc_ddd_index/?code=P02DX&showdescription=no
P02DX02,dichlorophen,,,,,https://www.whocc.no/atc_ddd_index/?code=P02DX&showdescription=no
P03AA01,dixanthogen,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AA02,potassium polysulfide,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AA03,mesulfen,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AA04,disulfiram,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AA05,thiram,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AA54,"disulfiram, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AA&showdescription=no
P03AB01,clofenotane,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AB&showdescription=no
P03AB02,lindane,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AB&showdescription=no
P03AB51,"clofenotane, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AB&showdescription=no
P03AC01,pyrethrum,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC02,bioallethrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC03,phenothrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC04,permethrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC51,"pyrethrum, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC52,"bioallethrin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC53,"phenothrin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AC54,"permethrin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=P03AC&showdescription=no
P03AX01,benzyl benzoate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX02,copper oleinate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX03,malathion,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX04,quassia,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX05,dimeticone,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX06,benzyl alcohol,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03AX07,abametapir,,,,,https://www.whocc.no/atc_ddd_index/?code=P03AX&showdescription=no
P03BA01,cyfluthrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BA&showdescription=no
P03BA02,cypermethrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BA&showdescription=no
P03BA03,decamethrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BA&showdescription=no
P03BA04,tetramethrin,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BA&showdescription=no
P03BX01,diethyltoluamide,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
P03BX02,dimethylphthalate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
P03BX03,dibutylphthalate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
P03BX04,dibutylsuccinate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
P03BX05,dimethylcarbate,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
P03BX06,etohexadiol,,,,,https://www.whocc.no/atc_ddd_index/?code=P03BX&showdescription=no
R01AA02,cyclopentamine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA03,ephedrine,8,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA04,phenylephrine,4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA05,oxymetazoline,0.4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA06,tetryzoline,0.8,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA07,xylometazoline,0.8,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA08,naphazoline,0.4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA09,tramazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA10,metizoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA11,tuaminoheptane,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA12,fenoxazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA13,tymazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA14,epinephrine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AA15,indanazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AA&showdescription=no
R01AB01,phenylephrine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB02,naphazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB03,tetryzoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB05,ephedrine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB06,xylometazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB07,oxymetazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AB08,tuaminoheptane,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AB&showdescription=no
R01AC01,cromoglicic acid,40,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC02,levocabastine,0.6,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC03,azelastine,0.56,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC04,antazoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC05,spaglumic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC06,thonzylamine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC07,nedocromil,10.4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC08,olopatadine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AC51,"cromoglicic acid, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AC&showdescription=no
R01AD01,beclometasone,0.4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD02,prednisolone,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD03,dexamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD04,flunisolide,0.15,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD05,budesonide,0.2,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD06,betamethasone,0.4,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD07,tixocortol,8,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD08,fluticasone,0.2,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD09,mometasone,0.2,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD11,triamcinolone,0.22,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD12,fluticasone furoate,0.11,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD13,ciclesonide,0.2,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD52,"prednisolone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD53,"dexamethasone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD57,"tixocortol, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD58,"fluticasone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD59,"mometasone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AD60,"hydrocortisone, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01AD&showdescription=no
R01AX01,calcium hexamine thiocyanate,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX02,retinol,800,U,N,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX03,ipratropium bromide,0.24,mg,N,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX05,ritiometan,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX06,mupirocin,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX07,hexamidine,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX08,framycetin,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX09,hyaluronic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX10,various,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01AX30,combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=R01AX&showdescription=no
R01BA01,phenylpropanolamine,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R01BA02,pseudoephedrine,0.24,g,O,,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R01BA03,phenylephrine,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R01BA51,"phenylpropanolamine, combinations",0.1,g,O,Refers to phenylpropanolamine,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R01BA52,"pseudoephedrine, combinations",0.24,g,O,Refers to pseudoephedrine,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R01BA53,"phenylephrine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=R01BA&showdescription=no
R02AA01,ambazone,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA02,dequalinium,1.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA03,dichlorobenzyl alcohol,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA05,chlorhexidine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA06,cetylpyridinium,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA09,benzethonium,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA10,myristyl-benzalkonium,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA11,chlorquinaldol,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA12,hexylresorcinol,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA13,acriflavinium chloride,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA14,oxyquinoline,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA15,povidone-iodine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA16,benzalkonium,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA17,cetrimonium,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA18,hexamidine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA19,phenol,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA20,various,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AA21,octenidine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AA&showdescription=no
R02AB01,neomycin,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AB&showdescription=no
R02AB02,tyrothricin,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AB&showdescription=no
R02AB03,fusafungine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AB&showdescription=no
R02AB04,bacitracin,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AB&showdescription=no
R02AB30,gramicidin,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AB&showdescription=no
R02AD01,benzocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AD&showdescription=no
R02AD02,lidocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AD&showdescription=no
R02AD03,cocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AD&showdescription=no
R02AD04,dyclonine,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AD&showdescription=no
R02AD05,ambroxol,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AD&showdescription=no
R02AX01,flurbiprofen,44,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R02AX&showdescription=no
R02AX02,ibuprofen,,,,,https://www.whocc.no/atc_ddd_index/?code=R02AX&showdescription=no
R02AX03,benzydamine,9,mg,O,,https://www.whocc.no/atc_ddd_index/?code=R02AX&showdescription=no
R03AA01,epinephrine,2.24,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AA&showdescription=no
R03AA01,,20,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AA&showdescription=no
R03AB02,isoprenaline,0.64,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AB&showdescription=no
R03AB02,,10,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AB&showdescription=no
R03AB03,orciprenaline,6,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AB&showdescription=no
R03AC02,salbutamol,0.8,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC02,,0.8,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC02,,10,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC03,terbutaline,2,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC03,,2,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC03,,20,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC04,fenoterol,0.6,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC04,,0.6,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC04,,4,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC05,rimiterol,1.6,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC06,hexoprenaline,1.5,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC07,isoetarine,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC08,pirbuterol,1.2,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC09,tretoquinol,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC10,carbuterol,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC11,tulobuterol,1.6,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC12,salmeterol,0.1,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC12,,0.1,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC13,formoterol,24,mcg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC13,,24,mcg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC14,clenbuterol,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC15,reproterol,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC16,procaterol,60,mcg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC17,bitolterol,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC18,indacaterol,0.15,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AC19,olodaterol,5,mcg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03AC&showdescription=no
R03AK01,epinephrine and other drugs for obstructive airway diseases,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK02,isoprenaline and other drugs for obstructive airway diseases,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK04,salbutamol and sodium cromoglicate,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK05,reproterol and sodium cromoglicate,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK06,salmeterol and fluticasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK07,formoterol and budesonide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK08,formoterol and beclometasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK09,formoterol and mometasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK10,vilanterol and fluticasone furoate,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK11,formoterol and fluticasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK12,salmeterol and budesonide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK13,salbutamol and beclometasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AK14,indacaterol and mometasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AK&showdescription=no
R03AL01,fenoterol and ipratropium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL02,salbutamol and ipratropium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL03,vilanterol and umeclidinium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL04,indacaterol and glycopyrronium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL05,formoterol and aclidinium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL06,olodaterol and tiotropium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL07,formoterol and glycopyrronium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL10,formoterol and tiotropium bromide,,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL11,"formoterol, glycopyrronium bromide and budesonide",,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",,,,,https://www.whocc.no/atc_ddd_index/?code=R03AL&showdescription=no
R03BA01,beclometasone,0.8,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA01,,0.8,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA01,,1.5,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA02,budesonide,0.8,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA02,,0.8,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA02,,1.5,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA03,flunisolide,1,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA04,betamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA05,fluticasone,0.6,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA05,,0.6,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA05,,1.5,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA06,triamcinolone,,,,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA07,mometasone,0.4,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA08,ciclesonide,0.16,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BA09,fluticasone furoate,,,,,https://www.whocc.no/atc_ddd_index/?code=R03BA&showdescription=no
R03BB01,ipratropium bromide,0.12,mg,Inhal.aerosol,,https://www.whocc.no/atc_ddd_index/?code=R03BB&showdescription=no
R03BB01,,0.12,mg,Inhal.powder,,https://www.whocc.no/atc_ddd_index/?code=R03BB&showdescription=no
R03BB01,,0.3,mg,Inhal.solution,,https://www.whocc.no/atc_ddd_index/?code=R03BB&showdescription=no
